111.0,118.0,5.606231689453125,2.49481201171875
103.0,101.0,2.2027587890625,-1.871795654296875
56.0,17.0,-9.782638549804688,-2.9863357543945312
31.0,53.0,-4.066886901855469,0.879364013671875
75.0,32.0,-8.403167724609375,-7.91839599609375
155.0,92.0,-1.46759033203125,-10.814666748046875
85.0,9.0,-4.2974853515625,-9.272346496582031
130.0,60.0,-4.37255859375,-9.769363403320312
1.0,37.0,-6.338768005371094,-0.772247314453125
4.0,92.0,-1.8034744262695312,-2.252655029296875
75.0,14.0,-7.03125,-6.4471435546875
22.0,16.0,-6.957435607910156,-3.0945396423339844
91.0,94.0,-0.537872314453125,-0.415191650390625
105.0,13.0,-0.990142822265625,-10.148563385009766
86.0,32.0,-7.22625732421875,-8.514175415039062
23.0,117.0,-1.458892822265625,-1.95098876953125
80.0,41.0,-9.61395263671875,-9.37225341796875
139.0,102.0,-0.4248046875,-7.078857421875
20.0,45.0,-3.7604141235351562,1.179656982421875
75.0,110.0,5.5810546875,1.479949951171875
72.0,75.0,-4.9237060546875,-2.334136962890625
151.0,15.0,-1.33941650390625,-10.038528442382812
88.0,75.0,-5.716552734375,-4.1656494140625
130.0,2.0,-2.59002685546875,-10.306663513183594
67.0,99.0,1.74224853515625,-0.98785400390625
124.0,76.0,-4.054412841796875,-8.7542724609375
155.0,27.0,-2.618408203125,-10.498924255371094
54.0,106.0,4.82391357421875,-1.726226806640625
8.0,15.0,-6.883735656738281,-3.736095428466797
35.0,42.0,-6.05804443359375,0.06866455078125
11.0,104.0,-1.6812515258789062,-1.57745361328125
80.0,76.0,-6.826629638671875,-3.00018310546875
132.0,84.0,-3.1365966796875,-9.101715087890625
15.0,70.0,1.6065216064453125,0.4302978515625
111.0,2.0,-0.060882568359375,-10.216712951660156
129.0,47.0,-3.6383056640625,-9.01153564453125
136.0,117.0,-1.395263671875,-4.8284912109375
85.0,104.0,3.80401611328125,1.446990966796875
139.0,73.0,-1.37603759765625,-9.63958740234375
28.0,64.0,-2.9170989990234375,0.355224609375
38.0,59.0,-4.4020843505859375,-0.5417633056640625
8.0,36.0,-6.070060729980469,-0.7891845703125
68.0,44.0,-9.283447265625,-5.7575225830078125
4.0,103.0,-3.1030654907226562,-1.00616455078125
4.0,27.0,-7.2008514404296875,-1.1821746826171875
29.0,2.0,-9.271774291992188,-5.348396301269531
84.0,87.0,-4.005889892578125,-1.7596435546875
144.0,49.0,-0.1812744140625,-10.47088623046875
148.0,104.0,-0.941162109375,-7.3956298828125
143.0,17.0,-1.219482421875,-9.97650146484375
39.0,7.0,-9.06463623046875,-3.8050460815429688
103.0,57.0,-8.971710205078125,-8.107681274414062
121.0,4.0,-2.0928955078125,-10.984954833984375
105.0,91.0,-2.09197998046875,-4.62432861328125
40.0,23.0,-9.254150390625,-1.829681396484375
155.0,103.0,-1.28631591796875,-8.147735595703125
64.0,34.0,-8.195343017578125,-4.3219757080078125
36.0,96.0,0.534210205078125,-1.67999267578125
123.0,23.0,-4.082794189453125,-8.883018493652344
29.0,71.0,-0.05126953125,-0.21240234375
120.0,111.0,3.913421630859375,-2.43255615234375
116.0,45.0,-5.26336669921875,-8.822708129882812
42.0,73.0,-1.77978515625,-1.77886962890625
96.0,77.0,-4.16290283203125,-4.1162109375
121.0,54.0,-5.47210693359375,-8.78997802734375
68.0,24.0,-8.800506591796875,-5.4107666015625
87.0,47.0,-10.032806396484375,-8.443679809570312
42.0,50.0,-6.42425537109375,-0.54107666015625
119.0,95.0,0.29754638671875,-4.794158935546875
39.0,83.0,-0.5152130126953125,-1.0052490234375
51.0,82.0,-1.9683837890625,-1.577911376953125
13.0,56.0,-2.42340087890625,1.7649078369140625
146.0,62.0,-1.9940185546875,-12.055435180664062
134.0,12.0,-0.24993896484375,-9.326591491699219
38.0,115.0,3.44970703125,-1.044158935546875
137.0,36.0,-2.369384765625,-9.845352172851562
119.0,64.0,-6.56707763671875,-9.078598022460938
108.0,37.0,-5.20111083984375,-8.715133666992188
105.0,72.0,-6.2255859375,-6.348724365234375
27.0,34.0,-7.5235748291015625,-0.620269775390625
63.0,73.0,-3.8671875,-3.0340576171875
92.0,21.0,-4.93011474609375,-10.340538024902344
73.0,86.0,-3.64837646484375,-1.92535400390625
47.0,41.0,-7.471160888671875,-1.461181640625
56.0,61.0,-7.464752197265625,-2.6474761962890625
120.0,36.0,-5.365447998046875,-8.188934326171875
151.0,82.0,-2.62939453125,-10.140380859375
15.0,96.0,-0.14516830444335938,-1.358642578125
95.0,85.0,-2.413330078125,-3.03131103515625
75.0,95.0,0.6500244140625,0.88897705078125
117.0,84.0,-2.889404296875,-7.58880615234375
115.0,73.0,-4.61334228515625,-7.5823974609375
22.0,82.0,1.55548095703125,0.059967041015625
75.0,46.0,-10.6475830078125,-7.531585693359375
94.0,41.0,-7.10906982421875,-9.331512451171875
25.0,107.0,-0.9213638305664062,-4.322662353515625
52.0,72.0,-3.303680419921875,-2.109375
42.0,34.0,-7.995758056640625,-0.480194091796875
28.0,11.0,-7.7691650390625,-2.7007484436035156
50.0,92.0,-0.9686279296875,-0.558013916015625
